"Disease","County","Year","Sex","Count","Population","Rate","CI.lower","CI.upper","Unstable"
"Coccidioidomycosis","San Diego",2009,"Female",41,1531512,2.677,1.921,3.632," "
"Coccidioidomycosis","San Diego",2009,"Male",93,1546121,6.015,4.855,7.369," "
"Coccidioidomycosis","San Diego",2010,"Total",137,3102904,4.415,3.707,5.219," "
"Coccidioidomycosis","San Diego",2010,"Female",53,1540578,3.44,2.577,4.5," "
"Coccidioidomycosis","San Diego",2010,"Male",83,1562326,5.313,4.231,6.586," "
"Coccidioidomycosis","San Diego",2011,"Total",150,3125734,4.799,4.062,5.631," "
"Coccidioidomycosis","San Diego",2011,"Female",63,1551409,4.061,3.12,5.196," "
"Coccidioidomycosis","San Diego",2011,"Male",82,1574325,5.209,4.143,6.465," "
"Coccidioidomycosis","San Diego",2012,"Total",140,3153376,4.44,3.735,5.239," "
"Coccidioidomycosis","San Diego",2012,"Female",59,1565261,3.769,2.869,4.862," "
"Coccidioidomycosis","San Diego",2012,"Male",76,1588115,4.786,3.77,5.99," "
"Coccidioidomycosis","San Diego",2013,"Total",92,3176770,2.896,2.335,3.552," "
"Coccidioidomycosis","San Diego",2013,"Female",33,1576787,2.093,1.441,2.939," "
"Coccidioidomycosis","San Diego",2013,"Male",58,1599983,3.625,2.753,4.686," "
"Coccidioidomycosis","San Diego",2014,"Total",85,3212298,2.646,2.114,3.272," "
"Coccidioidomycosis","San Diego",2014,"Female",25,1595079,1.567,1.014,2.314," "
"Coccidioidomycosis","San Diego",2014,"Male",59,1617219,3.648,2.777,4.706," "
"Coccidioidomycosis","San Francisco",2001,"Total",3,782223,0.384,0.079,1.121,"*"
"Coccidioidomycosis","San Francisco",2001,"Female",1,384805,0.26,0.007,1.448,"*"
"Coccidioidomycosis","San Francisco",2001,"Male",2,397418,0.503,0.061,1.818,"*"
"Coccidioidomycosis","San Francisco",2002,"Total",1,783255,0.128,0.003,0.711,"*"
"Coccidioidomycosis","San Francisco",2002,"Female",0,385350,0,0,0.957,"-"
"Coccidioidomycosis","San Francisco",2002,"Male",1,397905,0.251,0.006,1.4,"*"
"Coccidioidomycosis","San Francisco",2003,"Total",3,781870,0.384,0.079,1.121,"*"
"Coccidioidomycosis","San Francisco",2003,"Female",1,384643,0.26,0.007,1.449,"*"
"Coccidioidomycosis","San Francisco",2003,"Male",2,397227,0.503,0.061,1.819,"*"
"Coccidioidomycosis","San Francisco",2004,"Total",5,780699,0.64,0.208,1.495,"*"
"Coccidioidomycosis","San Francisco",2004,"Female",2,384174,0.521,0.063,1.881,"*"
"Coccidioidomycosis","San Francisco",2004,"Male",3,396525,0.757,0.156,2.211,"*"
"Coccidioidomycosis","San Francisco",2005,"Total",3,779655,0.385,0.079,1.125,"*"
"Coccidioidomycosis","San Francisco",2005,"Female",1,383701,0.261,0.007,1.452,"*"
"Coccidioidomycosis","San Francisco",2005,"Male",2,395954,0.505,0.061,1.825,"*"
"Coccidioidomycosis","San Francisco",2006,"Total",7,782928,0.894,0.359,1.842,"*"
"Coccidioidomycosis","San Francisco",2006,"Female",3,385444,0.778,0.161,2.275,"*"
"Coccidioidomycosis","San Francisco",2006,"Male",4,397484,1.006,0.274,2.577,"*"
"Coccidioidomycosis","San Francisco",2007,"Total",7,791334,0.885,0.356,1.823,"*"
"Coccidioidomycosis","San Francisco",2007,"Female",1,389778,0.257,0.006,1.429,"*"
"Coccidioidomycosis","San Francisco",2007,"Male",6,401556,1.494,0.548,3.252,"*"
"Coccidioidomycosis","San Francisco",2008,"Total",0,798673,0,0,0.462,"-"
"Coccidioidomycosis","San Francisco",2008,"Female",0,393420,0,0,0.938,"-"
"Coccidioidomycosis","San Francisco",2008,"Male",0,405253,0,0,0.91,"-"
"Coccidioidomycosis","San Francisco",2009,"Total",0,801799,0,0,0.46,"-"
"Coccidioidomycosis","San Francisco",2009,"Female",0,394990,0,0,0.934,"-"
"Coccidioidomycosis","San Francisco",2009,"Male",0,406809,0,0,0.907,"-"
"Coccidioidomycosis","San Francisco",2010,"Total",3,806314,0.372,0.077,1.087,"*"
"Coccidioidomycosis","San Francisco",2010,"Female",1,396251,0.252,0.006,1.406,"*"
"Coccidioidomycosis","San Francisco",2010,"Male",2,410063,0.488,0.059,1.762,"*"
"Coccidioidomycosis","San Francisco",2011,"Total",8,813595,0.983,0.425,1.937,"*"
"Coccidioidomycosis","San Francisco",2011,"Female",2,400054,0.5,0.061,1.806,"*"
"Coccidioidomycosis","San Francisco",2011,"Male",6,413541,1.451,0.532,3.158,"*"
"Coccidioidomycosis","San Francisco",2012,"Total",4,822403,0.486,0.133,1.245,"*"
"Coccidioidomycosis","San Francisco",2012,"Female",0,404740,0,0,0.911,"-"
"Coccidioidomycosis","San Francisco",2012,"Male",4,417663,0.958,0.261,2.452,"*"
"Coccidioidomycosis","San Francisco",2013,"Total",17,830956,2.046,1.192,3.276,"*"
"Coccidioidomycosis","San Francisco",2013,"Female",0,409265,0,0,0.901,"-"
"Coccidioidomycosis","San Francisco",2013,"Male",6,421691,1.423,0.522,3.097,"*"
"Coccidioidomycosis","San Francisco",2014,"Total",5,837831,0.597,0.194,1.393,"*"
"Coccidioidomycosis","San Francisco",2014,"Female",0,412902,0,0,0.893,"-"
"Coccidioidomycosis","San Francisco",2014,"Male",4,424929,0.941,0.256,2.41,"*"
"Coccidioidomycosis","San Joaquin",2001,"Total",11,588581,1.869,0.933,3.344,"*"
"Coccidioidomycosis","San Joaquin",2001,"Female",6,295041,2.034,0.746,4.426,"*"
"Coccidioidomycosis","San Joaquin",2001,"Male",5,293540,1.703,0.553,3.975,"*"
"Coccidioidomycosis","San Joaquin",2002,"Total",20,603544,3.314,2.024,5.118," "
"Coccidioidomycosis","San Joaquin",2002,"Female",8,302553,2.644,1.142,5.21,"*"
"Coccidioidomycosis","San Joaquin",2002,"Male",12,300991,3.987,2.06,6.964,"*"
"Coccidioidomycosis","San Joaquin",2003,"Total",17,621108,2.737,1.594,4.382,"*"
"Coccidioidomycosis","San Joaquin",2003,"Female",8,311549,2.568,1.109,5.06,"*"
"Coccidioidomycosis","San Joaquin",2003,"Male",9,309559,2.907,1.329,5.519,"*"
"Coccidioidomycosis","San Joaquin",2004,"Total",28,638522,4.385,2.914,6.338," "
"Coccidioidomycosis","San Joaquin",2004,"Female",7,320359,2.185,0.879,4.502,"*"
"Coccidioidomycosis","San Joaquin",2004,"Male",21,318163,6.6,4.086,10.089," "
"Coccidioidomycosis","San Joaquin",2005,"Total",26,651625,3.99,2.606,5.846," "
"Coccidioidomycosis","San Joaquin",2005,"Female",7,326957,2.141,0.861,4.411,"*"
"Coccidioidomycosis","San Joaquin",2005,"Male",19,324668,5.852,3.523,9.139," "
"Coccidioidomycosis","San Joaquin",2006,"Total",39,660885,5.901,4.196,8.067," "
"Coccidioidomycosis","San Joaquin",2006,"Female",10,331622,3.015,1.446,5.546,"*"
"Coccidioidomycosis","San Joaquin",2006,"Male",29,329263,8.808,5.899,12.649," "
"Coccidioidomycosis","San Joaquin",2007,"Total",47,669737,7.018,5.156,9.332," "
"Coccidioidomycosis","San Joaquin",2007,"Female",14,336128,4.165,2.277,6.988,"*"
"Coccidioidomycosis","San Joaquin",2007,"Male",33,333609,9.892,6.809,13.892," "
"Coccidioidomycosis","San Joaquin",2008,"Total",34,675248,5.035,3.487,7.036," "
"Coccidioidomycosis","San Joaquin",2008,"Female",11,338923,3.246,1.62,5.807,"*"
"Coccidioidomycosis","San Joaquin",2008,"Male",23,336325,6.839,4.335,10.261," "
"Coccidioidomycosis","San Joaquin",2009,"Total",28,680421,4.115,2.734,5.947," "
"Coccidioidomycosis","San Joaquin",2009,"Female",8,341446,2.343,1.012,4.617,"*"
"Coccidioidomycosis","San Joaquin",2009,"Male",20,338975,5.9,3.604,9.112," "
"Coccidioidomycosis","San Joaquin",2010,"Total",55,686576,8.011,6.035,10.427," "
"Coccidioidomycosis","San Joaquin",2010,"Female",18,344584,5.224,3.096,8.256,"*"
"Coccidioidomycosis","San Joaquin",2010,"Male",37,341992,10.819,7.618,14.912," "
"Coccidioidomycosis","San Joaquin",2011,"Total",110,692713,15.88,13.051,19.139," "
"Coccidioidomycosis","San Joaquin",2011,"Female",28,347567,8.056,5.353,11.643," "
"Coccidioidomycosis","San Joaquin",2011,"Male",82,345146,23.758,18.896,29.489," "
"Coccidioidomycosis","San Joaquin",2012,"Total",74,697758,10.605,8.328,13.314," "
"Coccidioidomycosis","San Joaquin",2012,"Female",28,350020,8,5.316,11.561," "
"Coccidioidomycosis","San Joaquin",2012,"Male",46,347738,13.228,9.685,17.644," "
"Coccidioidomycosis","San Joaquin",2013,"Total",53,702669,7.543,5.65,9.866," "
"Coccidioidomycosis","San Joaquin",2013,"Female",15,352410,4.256,2.382,7.02,"*"
"Coccidioidomycosis","San Joaquin",2013,"Male",38,350259,10.849,7.678,14.891," "
"Coccidioidomycosis","San Joaquin",2014,"Total",59,711797,8.289,6.31,10.692," "
"Coccidioidomycosis","San Joaquin",2014,"Female",13,356979,3.642,1.939,6.227,"*"
"Coccidioidomycosis","San Joaquin",2014,"Male",46,354818,12.964,9.492,17.292," "
"Coccidioidomycosis","San Luis Obispo",2001,"Total",45,251652,17.882,13.043,23.927," "
"Coccidioidomycosis","San Luis Obispo",2001,"Female",12,122459,9.799,5.063,17.117,"*"
"Coccidioidomycosis","San Luis Obispo",2001,"Male",33,129193,25.543,17.583,35.87," "
"Coccidioidomycosis","San Luis Obispo",2002,"Total",45,253549,17.748,12.946,23.748," "
"Coccidioidomycosis","San Luis Obispo",2002,"Female",10,123484,8.098,3.883,14.892,"*"
"Coccidioidomycosis","San Luis Obispo",2002,"Male",35,130065,26.91,18.744,37.423," "
"Coccidioidomycosis","San Luis Obispo",2003,"Total",67,255609,26.212,20.314,33.287," "
"Coccidioidomycosis","San Luis Obispo",2003,"Female",16,124474,12.854,7.347,20.873,"*"
"Coccidioidomycosis","San Luis Obispo",2003,"Male",51,131135,38.891,28.958,51.132," "
"Coccidioidomycosis","San Luis Obispo",2004,"Total",92,258483,35.592,28.693,43.649," "
"Coccidioidomycosis","San Luis Obispo",2004,"Female",24,125898,19.063,12.214,28.363," "
"Coccidioidomycosis","San Luis Obispo",2004,"Male",68,132585,51.288,39.829,65.015," "
"Coccidioidomycosis","San Luis Obispo",2005,"Total",90,259943,34.623,27.842,42.556," "
"Coccidioidomycosis","San Luis Obispo",2005,"Female",24,126728,18.938,12.134,28.177," "
"Coccidioidomycosis","San Luis Obispo",2005,"Male",66,133215,49.544,38.319,63.028," "
"Coccidioidomycosis","San Luis Obispo",2006,"Total",176,261803,67.226,57.664,77.921," "
"Coccidioidomycosis","San Luis Obispo",2006,"Female",58,127659,45.434,34.501,58.729," "
"Coccidioidomycosis","San Luis Obispo",2006,"Male",118,134144,87.965,72.816,105.334," "
"Coccidioidomycosis","San Luis Obispo",2007,"Total",81,264162,30.663,24.352,38.11," "
"Coccidioidomycosis","San Luis Obispo",2007,"Female",23,128800,17.857,11.32,26.793," "
"Coccidioidomycosis","San Luis Obispo",2007,"Male",58,135362,42.848,32.538,55.388," "
"Coccidioidomycosis","San Luis Obispo",2008,"Total",80,266850,29.979,23.772,37.311," "
"Coccidioidomycosis","San Luis Obispo",2008,"Female",25,130093,19.217,12.437,28.367," "
"Coccidioidomycosis","San Luis Obispo",2008,"Male",55,136757,40.217,30.299,52.345," "
"Coccidioidomycosis","San Luis Obispo",2009,"Total",77,268224,28.707,22.656,35.878," "
"Coccidioidomycosis","San Luis Obispo",2009,"Female",23,130832,17.58,11.144,26.377," "
"Coccidioidomycosis","San Luis Obispo",2009,"Male",54,137392,39.304,29.527,51.28," "
"Coccidioidomycosis","San Luis Obispo",2010,"Total",163,269677,60.443,51.522,70.463," "
"Coccidioidomycosis","San Luis Obispo",2010,"Female",51,131413,38.809,28.897,51.023," "
"Coccidioidomycosis","San Luis Obispo",2010,"Male",112,138264,81.004,66.703,97.461," "
"Coccidioidomycosis","San Luis Obispo",2011,"Total",168,270013,62.219,53.169,72.368," "
"Coccidioidomycosis","San Luis Obispo",2011,"Female",51,131572,38.762,28.862,50.962," "
"Coccidioidomycosis","San Luis Obispo",2011,"Male",117,138441,84.513,69.899,101.278," "
"Coccidioidomycosis","San Luis Obispo",2012,"Total",104,270637,38.428,31.399,46.56," "
"Coccidioidomycosis","San Luis Obispo",2012,"Female",24,131899,18.196,11.659,27.073," "
"Coccidioidomycosis","San Luis Obispo",2012,"Male",80,138738,57.662,45.725,71.761," "
"Coccidioidomycosis","San Luis Obispo",2013,"Total",50,271584,18.411,13.665,24.271," "
"Coccidioidomycosis","San Luis Obispo",2013,"Female",12,132391,9.064,4.684,15.833,"*"
"Coccidioidomycosis","San Luis Obispo",2013,"Male",38,139193,27.3,19.32,37.47," "
"Coccidioidomycosis","San Luis Obispo",2014,"Total",19,273323,6.951,4.185,10.855," "
"Coccidioidomycosis","San Luis Obispo",2014,"Female",6,133302,4.501,1.652,9.797,"*"
"Coccidioidomycosis","San Luis Obispo",2014,"Male",13,140021,9.284,4.944,15.876,"*"
"Coccidioidomycosis","San Mateo",2001,"Total",3,707460,0.424,0.087,1.239,"*"
"Coccidioidomycosis","San Mateo",2001,"Female",0,359709,0,0,1.026,"-"
"Coccidioidomycosis","San Mateo",2001,"Male",3,347751,0.863,0.178,2.521,"*"
"Coccidioidomycosis","San Mateo",2002,"Total",10,704897,1.419,0.68,2.609,"*"
"Coccidioidomycosis","San Mateo",2002,"Female",5,358384,1.395,0.453,3.256,"*"
"Coccidioidomycosis","San Mateo",2002,"Male",5,346513,1.443,0.469,3.367,"*"
"Coccidioidomycosis","San Mateo",2003,"Total",0,703062,0,0,0.525,"-"
"Coccidioidomycosis","San Mateo",2003,"Female",0,357397,0,0,1.032,"-"
"Coccidioidomycosis","San Mateo",2003,"Male",0,345665,0,0,1.067,"-"
"Coccidioidomycosis","San Mateo",2004,"Total",5,701401,0.713,0.231,1.664,"*"
"Coccidioidomycosis","San Mateo",2004,"Female",0,356547,0,0,1.035,"-"
"Coccidioidomycosis","San Mateo",2004,"Male",5,344854,1.45,0.471,3.384,"*"
"Coccidioidomycosis","San Mateo",2005,"Total",3,699277,0.429,0.088,1.254,"*"
"Coccidioidomycosis","San Mateo",2005,"Female",0,355457,0,0,1.038,"-"
"Coccidioidomycosis","San Mateo",2005,"Male",3,343820,0.873,0.18,2.55,"*"
"Coccidioidomycosis","San Mateo",2006,"Total",7,699398,1.001,0.402,2.062,"*"
"Coccidioidomycosis","San Mateo",2006,"Female",2,355530,0.563,0.068,2.032,"*"
"Coccidioidomycosis","San Mateo",2006,"Male",5,343868,1.454,0.472,3.393,"*"
"Coccidioidomycosis","San Mateo",2007,"Total",8,704272,1.136,0.49,2.238,"*"
"Coccidioidomycosis","San Mateo",2007,"Female",3,357982,0.838,0.173,2.449,"*"
"Coccidioidomycosis","San Mateo",2007,"Male",5,346290,1.444,0.469,3.369,"*"
"Coccidioidomycosis","San Mateo",2008,"Total",6,711374,0.843,0.31,1.836,"*"
"Coccidioidomycosis","San Mateo",2008,"Female",1,361593,0.277,0.007,1.541,"*"
"Coccidioidomycosis","San Mateo",2008,"Male",5,349781,1.429,0.464,3.336,"*"
"Coccidioidomycosis","San Mateo",2009,"Total",6,716264,0.838,0.307,1.823,"*"
"Coccidioidomycosis","San Mateo",2009,"Female",2,363936,0.55,0.067,1.985,"*"
"Coccidioidomycosis","San Mateo",2009,"Male",3,352328,0.851,0.176,2.488,"*"
"Coccidioidomycosis","San Mateo",2010,"Total",6,719667,0.834,0.306,1.815,"*"
"Coccidioidomycosis","San Mateo",2010,"Female",1,365830,0.273,0.007,1.523,"*"
"Coccidioidomycosis","San Mateo",2010,"Male",5,353837,1.413,0.459,3.298,"*"
"Coccidioidomycosis","San Mateo",2011,"Total",8,728006,1.099,0.474,2.165,"*"
"Coccidioidomycosis","San Mateo",2011,"Female",2,370075,0.54,0.065,1.952,"*"
"Coccidioidomycosis","San Mateo",2011,"Male",6,357931,1.676,0.615,3.649,"*"
"Coccidioidomycosis","San Mateo",2012,"Total",16,736019,2.174,1.243,3.53,"*"
"Coccidioidomycosis","San Mateo",2012,"Female",4,374158,1.069,0.291,2.737,"*"
"Coccidioidomycosis","San Mateo",2012,"Male",11,361861,3.04,1.517,5.439,"*"
"Coccidioidomycosis","San Mateo",2013,"Total",9,742256,1.213,0.554,2.302,"*"
"Coccidioidomycosis","San Mateo",2013,"Female",2,377244,0.53,0.064,1.915,"*"
"Coccidioidomycosis","San Mateo",2013,"Male",7,365012,1.918,0.771,3.951,"*"
"Coccidioidomycosis","San Mateo",2014,"Total",3,748438,0.401,0.083,1.171,"*"
"Coccidioidomycosis","San Mateo",2014,"Female",1,380349,0.263,0.007,1.465,"*"
"Coccidioidomycosis","San Mateo",2014,"Male",2,368089,0.543,0.066,1.963,"*"
"Coccidioidomycosis","Santa Barbara",2001,"Total",10,403442,2.479,1.189,4.558,"*"
"Coccidioidomycosis","Santa Barbara",2001,"Female",3,201546,1.488,0.307,4.35,"*"
"Coccidioidomycosis","Santa Barbara",2001,"Male",7,201896,3.467,1.394,7.143,"*"
"Coccidioidomycosis","Santa Barbara",2002,"Total",11,406132,2.708,1.352,4.846,"*"
"Coccidioidomycosis","Santa Barbara",2002,"Female",1,202843,0.493,0.012,2.747,"*"
"Coccidioidomycosis","Santa Barbara",2002,"Male",10,203289,4.919,2.359,9.046,"*"
"Coccidioidomycosis","Santa Barbara",2003,"Total",8,409512,1.954,0.843,3.849,"*"
"Coccidioidomycosis","Santa Barbara",2003,"Female",5,204367,2.447,0.794,5.709,"*"
"Coccidioidomycosis","Santa Barbara",2003,"Male",3,205145,1.462,0.302,4.274,"*"
"Coccidioidomycosis","Santa Barbara",2004,"Total",13,411190,3.162,1.683,5.406,"*"
"Coccidioidomycosis","Santa Barbara",2004,"Female",4,205110,1.95,0.531,4.993,"*"
"Coccidioidomycosis","Santa Barbara",2004,"Male",9,206080,4.367,1.997,8.29,"*"
"Coccidioidomycosis","Santa Barbara",2005,"Total",25,411683,6.073,3.93,8.964," "
"Coccidioidomycosis","Santa Barbara",2005,"Female",9,205279,4.384,2.005,8.323,"*"
"Coccidioidomycosis","Santa Barbara",2005,"Male",16,206404,7.752,4.431,12.588,"*"
"Coccidioidomycosis","Santa Barbara",2006,"Total",25,412853,6.055,3.919,8.939," "
"Coccidioidomycosis","Santa Barbara",2006,"Female",8,205752,3.888,1.679,7.661,"*"
"Coccidioidomycosis","Santa Barbara",2006,"Male",17,207101,8.209,4.782,13.142,"*"
"Coccidioidomycosis","Santa Barbara",2007,"Total",16,416648,3.84,2.195,6.236,"*"
"Coccidioidomycosis","Santa Barbara",2007,"Female",4,207530,1.927,0.525,4.935,"*"
"Coccidioidomycosis","Santa Barbara",2007,"Male",12,209118,5.738,2.965,10.024,"*"
"Coccidioidomycosis","Santa Barbara",2008,"Total",11,419970,2.619,1.308,4.686,"*"
"Coccidioidomycosis","Santa Barbara",2008,"Female",3,209105,1.435,0.296,4.193,"*"
"Coccidioidomycosis","Santa Barbara",2008,"Male",8,210865,3.794,1.638,7.475,"*"
"Coccidioidomycosis","Santa Barbara",2009,"Total",18,422423,4.261,2.525,6.734,"*"
"Coccidioidomycosis","Santa Barbara",2009,"Female",8,210296,3.804,1.642,7.496,"*"
"Coccidioidomycosis","Santa Barbara",2009,"Male",10,212127,4.714,2.261,8.669,"*"
"Coccidioidomycosis","Santa Barbara",2010,"Total",36,424020,8.49,5.946,11.754," "
"Coccidioidomycosis","Santa Barbara",2010,"Female",14,211115,6.631,3.626,11.126,"*"
"Coccidioidomycosis","Santa Barbara",2010,"Male",22,212905,10.333,6.476,15.644," "
"Coccidioidomycosis","Santa Barbara",2011,"Total",18,425685,4.228,2.506,6.683,"*"
"Coccidioidomycosis","Santa Barbara",2011,"Female",3,211814,1.416,0.292,4.139,"*"
"Coccidioidomycosis","Santa Barbara",2011,"Male",15,213871,7.014,3.925,11.568,"*"
"Coccidioidomycosis","Santa Barbara",2012,"Total",26,426063,6.102,3.986,8.941," "
"Coccidioidomycosis","Santa Barbara",2012,"Female",5,211798,2.361,0.767,5.509,"*"
"Coccidioidomycosis","Santa Barbara",2012,"Male",21,214265,9.801,6.067,14.981," "
"Coccidioidomycosis","Santa Barbara",2013,"Total",24,432110,5.554,3.559,8.264," "
"Coccidioidomycosis","Santa Barbara",2013,"Female",9,214964,4.187,1.914,7.948,"*"
"Coccidioidomycosis","Santa Barbara",2013,"Male",15,217146,6.908,3.866,11.393,"*"
"Coccidioidomycosis","Santa Barbara",2014,"Total",15,436516,3.436,1.923,5.668,"*"
"Coccidioidomycosis","Santa Barbara",2014,"Female",4,217149,1.842,0.502,4.716,"*"
"Coccidioidomycosis","Santa Barbara",2014,"Male",11,219367,5.014,2.503,8.972,"*"
"Coccidioidomycosis","Santa Clara",2001,"Total",12,1693171,0.709,0.366,1.238,"*"
"Coccidioidomycosis","Santa Clara",2001,"Female",4,836732,0.478,0.13,1.224,"*"
"Coccidioidomycosis","Santa Clara",2001,"Male",8,856439,0.934,0.403,1.841,"*"
"Coccidioidomycosis","Santa Clara",2002,"Total",7,1693162,0.413,0.166,0.852,"*"
"Coccidioidomycosis","Santa Clara",2002,"Female",2,837293,0.239,0.029,0.863,"*"
"Coccidioidomycosis","Santa Clara",2002,"Male",5,855869,0.584,0.19,1.363,"*"
"Coccidioidomycosis","Santa Clara",2003,"Total",6,1694211,0.354,0.13,0.771,"*"
"Coccidioidomycosis","Santa Clara",2003,"Female",1,838473,0.119,0.003,0.664,"*"
"Coccidioidomycosis","Santa Clara",2003,"Male",5,855738,0.584,0.19,1.364,"*"
"Coccidioidomycosis","Santa Clara",2004,"Total",9,1696919,0.53,0.243,1.007,"*"
"Coccidioidomycosis","Santa Clara",2004,"Female",4,840509,0.476,0.13,1.218,"*"
"Coccidioidomycosis","Santa Clara",2004,"Male",5,856410,0.584,0.19,1.362,"*"
"Coccidioidomycosis","Santa Clara",2005,"Total",6,1699521,0.353,0.13,0.768,"*"
"Coccidioidomycosis","Santa Clara",2005,"Female",3,842466,0.356,0.073,1.041,"*"
"Coccidioidomycosis","Santa Clara",2005,"Male",3,857055,0.35,0.072,1.023,"*"
"Coccidioidomycosis","Santa Clara",2006,"Total",30,1713839,1.75,1.181,2.499," "
"Coccidioidomycosis","Santa Clara",2006,"Female",9,850345,1.058,0.484,2.009,"*"
"Coccidioidomycosis","Santa Clara",2006,"Male",21,863494,2.432,1.505,3.718," "
"Coccidioidomycosis","Santa Clara",2007,"Total",51,1736327,2.937,2.187,3.862," "
"Coccidioidomycosis","Santa Clara",2007,"Female",12,862263,1.392,0.719,2.431,"*"
"Coccidioidomycosis","Santa Clara",2007,"Male",33,874064,3.775,2.599,5.302," "
"Coccidioidomycosis","Santa Clara",2008,"Total",22,1759534,1.25,0.784,1.893," "
"Coccidioidomycosis","Santa Clara",2008,"Female",5,874428,0.572,0.186,1.334,"*"
"Coccidioidomycosis","Santa Clara",2008,"Male",16,885106,1.808,1.033,2.936,"*"
"Coccidioidomycosis","Santa Clara",2009,"Total",16,1774890,0.901,0.515,1.464,"*"
"Coccidioidomycosis","Santa Clara",2009,"Female",6,882602,0.68,0.249,1.48,"*"
"Coccidioidomycosis","Santa Clara",2009,"Male",10,892288,1.121,0.537,2.061,"*"
"Coccidioidomycosis","Santa Clara",2010,"Total",29,1786533,1.623,1.087,2.331," "
"Coccidioidomycosis","Santa Clara",2010,"Female",6,890176,0.674,0.247,1.467,"*"
"Coccidioidomycosis","Santa Clara",2010,"Male",22,896357,2.454,1.538,3.716," "
"Coccidioidomycosis","Santa Clara",2011,"Total",28,1807361,1.549,1.029,2.239," "
"Coccidioidomycosis","Santa Clara",2011,"Female",4,900923,0.444,0.121,1.137,"*"
"Coccidioidomycosis","Santa Clara",2011,"Male",24,906438,2.648,1.696,3.94," "
"Coccidioidomycosis","Santa Clara",2012,"Total",24,1827313,1.313,0.842,1.954," "
"Coccidioidomycosis","Santa Clara",2012,"Female",7,911248,0.768,0.309,1.583,"*"
"Coccidioidomycosis","Santa Clara",2012,"Male",16,916065,1.747,0.998,2.836,"*"
